,API Name,API Url,API Cat,API Desc
1036, NameSilo,https://www.programmableweb.com/api/namesilo, Tools," NameSilo is a domain registrar service. They provide domain management services and tools to businesses, individuals, web designers, and others. From among their tools, users can secure their domains..."
1037, JacTravel,https://www.programmableweb.com/api/jactravel, Travel," JacTravel is a tourism and hospitality services provider. With an extensive network of hospitality-related enterprises around the globe, JacTravel offers a wide range of lodging solutions. They..."
1038, Trackip,https://www.programmableweb.com/api/trackip, Addresses, Trackip is a German site that tracks user IP addresses and provides the geographical location based on the IP. The API gives developers programmatic access to the site functionality and data for use...
1039, TideSpy,https://www.programmableweb.com/api/tidespy, Weather," The TideSpy API supplies users with tide heights, timezone info, wind, and moon/sun data to users through an HTTP request. The data is returned in JSON format. The full documentation is available..."
1040, Screenshots.com,https://www.programmableweb.com/api/screenshotscom, Photos, Screenshots.com provides collections of screenshots from around the Internet. Their automated system monitors web pages for visual changes and captures new images of each change. This provides them...
1041, Print Mosaic,https://www.programmableweb.com/api/print-mosaic, Photos," PrintMosaic is image creation tool. It creates mosaics out of users picture collections. First, users upload their library of images to the website. Then, they specific an image that would like to..."
1042, Clerk,https://www.programmableweb.com/api/clerk, Travel, Clerk is a cloud-based hotel management system. It offers a variety of plans to meet different-sized hotelsâ€™ needs. Clerkâ€™s plans include several tools for room and reservation management. These...
1043, Yahoo Network Time,https://www.programmableweb.com/api/yahoo-network-time, Tools, Network Time is a simple utility service that provides the current time on Yahoo servers. The API provides configuration parameters for users to customize the format as desired. Users can request the...
1044, Zapier,https://www.programmableweb.com/api/zapier, Tools," Zapier is an application that integrates applications together. Users can choose triggers that automatically push data and content from one application to another.
With Zapier, developers and users..."
1045, Cumula,https://www.programmableweb.com/api/cumula, Tools, Cumula is a platform that allows developers to build web applications on top of web services. The Cumula API allows developers to access and integrate the functionality of Cumula with other...
1046, FoxMetrics,https://www.programmableweb.com/api/foxmetrics, Monitoring," FoxMetrics is an advanced analytics platform that allows website owners to track their visitors' activities in real time. It provides person-level tracking of actions taken on the website, but it is..."
1047, Home Energy Scoring Tool,https://www.programmableweb.com/api/home-energy-scoring-tool, Tools," Provided by the US Department of Energy, the Home Energy Scoring Tool provides an ""asset rating"" of a home's energy use under standardized occupancy and operational conditions. The API allows..."
1048, Bookie,https://www.programmableweb.com/api/bookie, Tools," Bookie is a web bookmarking service. It is under development as an open source alternative to Delicious, another popular bookmarking service. Bookie can import users bookmarks from Delicious and..."
1049, Hojoki,https://www.programmableweb.com/api/hojoki, Tools," This API is no longer available! Hojoki is an application that allows multiple cloud applications, such as Google Reader, Highrise, and Basecamp, act as one with one newsfeed for all integrated and..."
1050, ScienceSoft LaTeX,https://www.programmableweb.com/api/sciencesoft-latex, Tools, ScienceSoft is an Austrian company that develops software for scientific applications. ScienceSoft's LaTeX service allows users to convert LaTeX documents into PNG images. This service is available...
1051, Acapela,https://www.programmableweb.com/api/acapela, Tools, Acapela is a Voice as a Service provider. The service offers text to speech solutions to give voice to content in up to 25 languages and up to 50 voices. The Acapela API lets developers integrate...
1052, Mouseflow,https://www.programmableweb.com/api/mouseflow, Tools, Mouseflow is a user experience tracking website. Developers and business can use to gauge what components of their site users are paying attention to or ignoring. Mouseflow offers four analytical...
